,node_id,alertname,dc_id,dc_name,guestos_tee_active,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
509,f4xs2-aejji-yt4ks-7sjyb-g7zxl-ayuc3-lw6tv-khrii-nlh7j-ttbqy-zae,,gn1,Greater Noida 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:2100:1:6801:58ff:fe7e:63b3,False,Gen2,slaxf-2q2iy-ikmsy-u2jnq-ev2u2-z2ryl-5w4ri-uf2v3-hxfuc-yrdbx-uae,cp5ib-twnmx-h4dvd-isef2-tu44u-kb2ka-fise5-m4hta-hnxoq-k45mm-hqe,ACCUSET SOLUTIONS,REPLICA,Yotta,"Asia,IN,Greater Noida",UP,
514,f7hyn-ga437-hpalr-zqueh-4v4fr-zvt7s-galuf-fspe5-fnd6w-rao5b-gae,,mtl1,Quebec l1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2607:f748:1300:3:6801:abff:fedd:72dd,False,Gen2,ueggl-7wvx2-2eezj-mgjrg-w6tmy-ngmye-xxbwu-gumli-hdf7u-zzpng-3ae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Leaseweb,"North America,CA,Quebec",UP,
518,fbypf-pftue-r2nbt-pueee-s454b-ycsuw-pjqqn-h3rh4-vlfpo-tokd5-mae,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:cbff:fee1:3367,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
520,fdunq-3nknr-3nex5-eravm-bauyc-ry3fs-mncyc-nzp4b-4prvk-4grhz-yae,,fm1,Fremont,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2001:470:220:2080:6801:edff:fe6f:7b62,True,Gen2,hoqyg-qkf6b-ulmyi-zfk6z-fuvlo-pekr6-goigz-qweij-xhghd-vibjl-jqe,hk7eo-22zam-kqmsx-dtfbj-k5i6f-jg65h-micpf-2cztc-t2eqk-efgvx-vqe,"NoviSystems, LLC",REPLICA,Hurricane Electric,"North America,US,California",DOWN,
522,femah-ntebg-2txyb-6ixyr-kl62n-aoqmx-pxu7y-imzup-o72wc-qfosh-kae,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:2cff:fe9c:444f,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
524,ffwq3-4qc6n-hqj33-q3ei4-fqhki-y6n7f-gva4p-mr727-jdk4u-g47va-eae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:acff:fe73:3e4d,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
526,fh6lp-xtfi2-7aa22-dsx64-hs42f-hc2a2-wfqsu-5rvnk-7wcf7-yu6cm-kae,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:e4ff:fe68:1124,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
527,fhg3q-muslh-pp7ur-hcivl-q3kof-mju7a-kjyyf-hjifg-nsa35-nqjv3-7qe,,cm1,Colombo 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2404:f000:100:200:6801:98ff:fe32:71eb,False,GenUnknown,ywjtr-pq5wc-m6foq-tyxvk-2a3wc-dlg3k-aaebf-6rk2d-5yvn7-tf743-gqe,eybf4-6t6bb-unfb2-h2hhn-rrfi2-cd2vs-phksn-jdmbn-i463m-4lzds-vqe,Geodd Pvt Ltd,REPLICA,OrionStellar,"Asia,LK,Colombo",UP,
528,fi2eu-lgaic-n73rv-dsfr6-52z3t-7eto7-pmdg7-r7o7n-agotm-zw6o5-tae,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:adff:fe36:ddb9,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
529,fistr-5k762-tgmcm-jfqay-35nkt-nbjvg-3kta3-l74fi-2qr7j-tqdez-5qe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:2eff:fe10:46f5,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,UNASSIGNED,Megazone Cloud,"Asia,KR,Seoul",UP,
535,fni34-xs5zz-z6t63-2gkxo-2fzxa-zery5-guujj-fbixf-lnqsd-ixwjs-bqe,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:31ff:fe7d:f02b,False,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,Gasan,"Asia,KR,Seoul",UP,
540,fqczw-cfksr-xl2d4-5bubi-2am2s-znzzk-k6tma-5o6dq-hmvnc-rjhfs-wqe,,kr1,Seoul 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0c:b641:b21:1b:6801:eeff:fee2:3458,False,Gen2,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UP,
543,fr3jr-74qz3-jzmga-mpt7c-eipd7-numir-hpczg-egnrw-lrrrh-2f7ws-qqe,,lj2,Ljubljana 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:a100:0:204:6801:ceff:fe98:9ff9,False,Gen2,eu5wc-g7r7l-zzy2o-227af-hfvin-orflw-4vdlf-j7gks-n5wrj-zezt7-tqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,UNASSIGNED,Anonstake,"Europe,SI,Ljubljana",UP,
547,ftgel-apwfx-aqphw-6itlw-as5il-53hfx-mtpy5-djn6y-7a6fa-3nqrs-5ae,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:50ff:fe5d:d851,False,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,Gasan,"Asia,KR,Seoul",UP,
550,fvy7i-ux7is-cuvfm-2n2zh-5lpb4-oe2vz-bfnhz-oi5s5-jkzhk-phlj2-gqe,,cr1,San José 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2800:c20:0:29:6801:29ff:fe18:1f08,False,Gen2,eqv2i-6dtlf-bhbjd-2popw-vvavp-7xzci-6gdd7-qxgox-wdw5w-l3a4w-eae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,UNASSIGNED,Navegalo,"North America,CR,San Jose",UP,
556,g2cpu-evuez-tk76a-n54kf-nxeik-c5b5g-hpdxo-sqlq5-st2ov-4xgzi-hqe,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:26ff:fe0a:bc45,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
558,g3ug2-wz6kb-unyk6-6mj4f-halk3-kkfvi-k33iz-fftob-qipom-t4kzr-qqe,,lj2,Ljubljana 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:a100:0:204:6801:25ff:fe3f:6dec,False,Gen2,eu5wc-g7r7l-zzy2o-227af-hfvin-orflw-4vdlf-j7gks-n5wrj-zezt7-tqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,REPLICA,Anonstake,"Europe,SI,Ljubljana",UP,
560,g5zt4-f3nhd-aquto-6vecp-tnrxe-gexie-kk7fk-znuxf-45cav-zcnlz-zqe,,ct1,Cape Town 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:a:6801:a1ff:fe3c:794f,False,Gen2,2aemz-63apz-bds45-nypax-oj52g-fyl6i-sjhtv-ysu5t-hqvve-ygtcr-yae,optdi-nwa4m-hly3k-6ua4n-sqyxf-yahvb-wps77-ddayn-r7zcz-edla5-7qe,Illusions In Art (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Cape Town",UP,
562,g765q-rteh7-xio4e-vtyea-ww46p-beylc-3e3s3-yhvuy-in6jd-hj5qo-3qe,,ba1,Barreiro 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a05:a040:1000:2002:6801:60ff:fe71:161f,False,Gen2,bchze-nh6ac-2ld63-4grel-5uq74-jvvp6-s2yby-uho2w-ealfc-qn34i-yqe,mjnyf-lzqq6-s7fzb-62rqm-xzvge-5oa26-humwp-dvwxp-jxxkf-hoel7-fqe,Bitmoon,REPLICA,Online,"Europe,PT,Barreiro",UP,
568,gd2vp-cewud-bap4i-b3vb4-jbxhf-3ojbk-d2n6l-wg46d-vcovk-bjwyz-tqe,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:ecff:fe48:82f1,False,Gen1,xcne4-m67do-bnrkt-ny5xy-gxepb-5jycf-kcuvt-bdmh6-w565c-fvmdo-oae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
569,gd36t-bwrnm-qq6rg-sas4p-6uabz-qki2e-nrq2k-sp6dj-l2lxa-5tavx-7ae,,wa1,Warszawa 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a02:54e1:2102:ffff:6801:c8ff:fea6:6366,False,Gen2,npluh-e7p53-5krtn-yotea-tkczh-cf53b-sfwpi-wsccj-mhneg-7aklr-uae,4r6qy-tljxg-slziw-zoteo-pboxh-vlctz-hkv2d-7zior-u3pxm-mmuxb-cae,Maksym Ishchenko,REPLICA,LIM DC,"Europe,PL,Warszawa",UP,
570,gdnhn-hbuba-2u37q-w4b2x-vx7kx-yoaqj-ymruk-i3xnr-sf3j2-zofl5-zqe,,jb1,Gauteng 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:f708:b:101:6801:46ff:fe98:1a71,False,Gen2,2rzvs-dyynq-3chdr-svjev-vdotj-blgs2-yrxfu-jbpm4-wzzht-zirb4-mqe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,UNASSIGNED,Teraco,"Africa,ZA,Gauteng",UP,
574,gj6gc-mbslq-bt63y-72b7h-xs2xw-6vyuj-frvp3-tx375-dsqx5-wem6o-vqe,,lj2,Ljubljana 2,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2a03:a100:0:204:6801:71ff:fe89:147e,False,Gen2,eu5wc-g7r7l-zzy2o-227af-hfvin-orflw-4vdlf-j7gks-n5wrj-zezt7-tqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,REPLICA,Anonstake,"Europe,SI,Ljubljana",UP,
576,gn36d-h6lnl-aojm5-5bztb-pm7nm-sha3f-a7lui-epylf-dpvsw-hz6mc-qqe,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:48ff:fe56:1ab2,False,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,Gasan,"Asia,KR,Seoul",UP,
585,gtc2a-34z6k-mld77-aucld-n6l4v-yv5hz-mon2d-narwo-b2z2k-thpyk-uae,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:79ff:fe6c:5d66,False,Gen1,vqe65-zvwhc-x7bw7-76c74-3dc6v-v6uzb-nyfvb-6wgnv-nhiew-fkoug-oqe,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
587,gvm7l-ds4n6-vkyjn-gwalp-3vdo6-qfmq7-pxhu4-zvqcu-ozvb7-qz3gr-vqe,,tv1,Tel Aviv 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2a03:ff40:dcbe:1019:6801:3dff:fe97:a0f9,False,Gen2,lis4o-siuek-6zrm6-g5pkh-lswnt-ttsd4-henvb-d6mit-lgfpr-lynph-xae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,REPLICA,Interhost,"Asia,IL,Tel Aviv",UP,
594,h3gd6-r6oc7-om7g2-2rlvu-dxqc5-moweq-tu63n-ffdcp-5kobp-mvdin-xae,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:efff:fef4:9c13,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,UNASSIGNED,Rivram,"Asia,IN,Navi Mumbai",UP,
598,h57j6-72adp-jfeng-6xb5w-mqsgt-srmsc-gny3c-unzsx-fqrvu-ggao6-yae,,tv1,Tel Aviv 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:ff40:dcbe:1019:6801:30ff:feea:ff6d,False,Gen2,lis4o-siuek-6zrm6-g5pkh-lswnt-ttsd4-henvb-d6mit-lgfpr-lynph-xae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,REPLICA,Interhost,"Asia,IL,Tel Aviv",UP,
600,h6s5z-jwmnf-73kbx-wqp6f-zyqlk-b4roo-mri2l-fzu45-ppveg-tj5d2-yae,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2404:82c0:1:0:6801:48ff:fe5f:628f,False,Gen2,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
603,h7ovn-6wnuo-lcloj-v4qnh-p6rc3-dxscl-sxgtz-z36fp-io463-xlm7w-wqe,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:92ff:fe5c:7c9b,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
607,hcjwo-3h7be-ds4ff-dasid-xbp6i-4uxxq-s4dmi-kwf5g-yzvyy-wakil-hqe,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:fff:fedf:e144,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
608,hckfw-kshvv-mzhew-h6isd-5q2wd-lde6w-uipmv-7gbuz-53wqz-cz5kx-oqe,,mn2,Melbourne 2,True,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2403:f000:300:6:6801:a9ff:fe5e:5ee,False,Gen2,l5lhp-734i5-tbott-vipvc-vud2f-pfh7r-g3227-tgkdj-4rggm-abc2e-cae,ihbuj-erwnc-tkjux-tqtnv-zkoar-uniy2-sk2go-xfpkc-znbb4-seukm-wqe,Icaria Systems Pty Ltd,UNASSIGNED,NEXTDC,"Oceania,AU,Melbourne",UP,
609,hcvph-gzlqc-5ogrn-seple-vyr7i-gzgzo-eencn-dq2bp-kr4hx-4cujp-lqe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:6ff:fe5e:724f,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
611,hdkxy-jonbm-voico-5u7px-6vet6-6i7zx-xm65d-gdswt-2uvss-5o73g-aae,,jb2,Gauteng 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:9:6801:76ff:fe85:4f,False,Gen2,3bohy-zygmq-6novb-wm65r-3k3y2-deh42-7emld-zhqo7-xl2oa-iextm-fae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UP,
613,hefot-ppj6m-ylrgz-gni6h-ltnd4-noy4v-a3ibm-bllle-5yvkr-fz5gk-aae,,ba1,Barreiro 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a05:a040:1000:2001:6801:d8ff:fe42:e442,False,Gen2,f4ckh-4va5f-p434o-iy3fa-lw3ct-4qguu-gefta-x2rx3-pltka-aq3si-uqe,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,UNASSIGNED,Online,"Europe,PT,Barreiro",UP,
615,hey4c-lbdkr-wjfc4-fpohq-ri6ev-2rebg-2buxb-frnpi-x67sx-edxgr-zae,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:d1ff:fe0f:1d86,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,UNASSIGNED,Cloud9,"Asia,GE,Tbilisi",UP,
616,hgbum-72ne6-onsua-rjul3-siwu5-da4zu-wkqro-rm4el-52osh-bhkgi-dqe,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:73ff:fee5:c827,False,Gen1,pi3wm-ofu73-5wyma-gec6p-lplqp-6euwt-c5jjb-pwaey-gxmlr-rzqmk-xqe,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
619,hhau4-uativ-guor2-rm5ip-omduw-lunoa-lfbnf-kwxm4-4h4lc-edmhy-4ae,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:74ff:fec0:8c90,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
626,hlc73-cklhu-zo4mt-waxb6-ew5tx-gm4or-coy2j-xnwmy-xsycn-j6f4e-iae,,hk3,HongKong 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2602:ffe4:1:45:6801:9cff:fe83:7249,False,Gen2,4lbqo-vgpoe-kemak-voout-777uo-kk74n-fnct3-pc4eg-3txi3-7cghf-rqe,4fedi-eu6ue-nd7ts-vnof5-hzg66-hgzl7-liy5n-3otyp-h7ipw-owycg-uae,Power Meta Corporation,REPLICA,hkcolo,"Asia,HK,HongKong",UP,
630,hmawz-c25wh-ym2ei-c6idk-gkxvl-ndkvd-cipd2-a4rzi-xdlmx-nzw2t-4qe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:a0ff:fe6f:82b1,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
637,hrhn3-gzwom-ni6br-ywxaj-55bk3-gkh2d-ckb5s-4max7-xpnep-7kafw-eae,,mn2,Melbourne 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2403:f000:300:6:6801:73ff:fef9:7620,False,Gen2,l5lhp-734i5-tbott-vipvc-vud2f-pfh7r-g3227-tgkdj-4rggm-abc2e-cae,ihbuj-erwnc-tkjux-tqtnv-zkoar-uniy2-sk2go-xfpkc-znbb4-seukm-wqe,Icaria Systems Pty Ltd,REPLICA,NEXTDC,"Oceania,AU,Melbourne",UP,
641,i22yb-niksa-7n5xn-7i6ha-6duwj-kneqt-gikln-auy4j-tjk2b-lms5t-hae,,jb2,Gauteng 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:9:6801:75ff:fe76:7ec8,False,Gen2,3bohy-zygmq-6novb-wm65r-3k3y2-deh42-7emld-zhqo7-xl2oa-iextm-fae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UP,
643,i4zve-soi3o-vqbql-gklv5-dbklt-g43ha-k3ju6-vdlrf-5t6lu-pyl3j-xqe,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df2:f540:2:6801:d8ff:fe41:b61d,False,Gen2,srrm2-zawrj-4euwg-w24k6-yiwlj-ln6r7-kxkgb-itaal-efw4m-fp36x-bqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
651,ieou2-4zpdp-4nkfc-nloch-f76bm-e6e2g-cfwv4-mbsdh-twzth-piqyp-cqe,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:9140:0:5:6801:32ff:fedf:3d19,False,Gen2,aaxec-cijpz-vzdwe-546fi-vahtf-s2awa-ldn7q-mzl2j-gmvhz-56zlq-mqe,cgmhq-c4zja-yov4u-zeyao-64ua5-idlhb-ezcgr-cultv-3vqjs-dhwo7-rqe,Origin Game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
652,if4w2-pekba-btwrw-6rlcx-erlgo-fdvuq-qlaa7-en4bx-iedqt-nrdo7-pae,,ct1,Cape Town 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:a:6801:1ff:fe8d:2400,True,Gen2,2aemz-63apz-bds45-nypax-oj52g-fyl6i-sjhtv-ysu5t-hqvve-ygtcr-yae,optdi-nwa4m-hly3k-6ua4n-sqyxf-yahvb-wps77-ddayn-r7zcz-edla5-7qe,Illusions In Art (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Cape Town",UP,
657,ihttm-45oz5-an5mg-i2jtb-fayst-s47j6-vmuwr-fqotf-mp2il-n5s5x-cae,,bg1,Bogota 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:f180:2:0:6801:9cff:fe75:1e81,False,Gen2,74vhn-m7sov-ufexz-rjuzq-hgidx-jls6i-xufww-phun6-s4alk-mt3ha-5qe,otzuu-dldzs-avvu2-qwowd-hdj73-aocy7-lacgi-carzj-m6f2r-ffluy-fae,Geeta Kalwani,REPLICA,EdgeUno,"South America,CO,Bogota",UP,
659,iiera-lcqlh-yw3vj-bzogl-hd46i-qy5it-fnwuu-krxzj-qppo7-ep54v-5qe,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2404:82c0:1:0:6801:cdff:fe40:a95d,False,Gen2,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
